Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Silver Sea 2,reefer,Kootstertille,Tille Shipyards (Tille Scheepsbouw Kootstertille B.V.),115071,Live,Thailand,1213,2'-6'dwt,2448,Single,HSB2719,2285,210,81.00,74.55,13.01,13.01,5.05,2.60,Deutz AG,Bangkok,-,Silver Sea Reefer Company Limited,Thailand,Silver Sea Reefer Company Limited,Thailand,Silver Sea Reefer Company Limited,Thailand,-,-,-,-,7727097,567183000,7.65,1979,-,-,-,-,Deutz AG,1839,2500,RSBV6M540,MS Amlin,-,-,-,-,-,2002-01-01T00:00:00,-,-,-,-,-,Silver Sea Reefer Company Limited,Thailand,-,-,-,-,-,Silver Sea Reefer Company Limited,Thailand,-,-
Coastal Trader,reefer,U.S.A.,-,11512,Live,U.S.A.,345,-2'dwt,1825,Single,WSL8560,483,120,78.31,73.12,13.41,13.41,4.00,0.27,Unknown Engine Designer,Seattle,-,Coastal Transportation Incorporated,United States of America,Coastal Transportation Incorporated,United States of America,Coastal Transportation Incorporated,United States of America,-,-,-,-,5408491,368682000,4.27,1963,-,-,-,-,-,887,1190,6300ZC,Steamship Mutual Underwriting Association (Bermuda) Ltd,-,-,-,-,-,-,-,-,-,-,-,Coastal Transportation Incorporated,United States of America,-,Koh Sichang,A,25 May 2026 05:50:21 GMT,-,Coastal Transportation Incorporated,United States of America,"47° 39' 26"" N","122° 22' 31"" W"
MN Frio Confidanze,reefer,Bilbao,Astilleros de Cadagua,115447,Live,Panama,1019,2'-6'dwt,2694,Single,HO8514,2502,110,92.77,84.44,14.20,14.20,5.14,2.56,Deutz AG,Panama,-,Unknown Owners,-,Unknown Owners,-,Elysium Management Incorporated,Panama,-,-,-,-,7713242,-,7.70,1979,-,-,-,-,Deutz AG,2237,3000,SBV8M358,MS Amlin,-,-,-,-,-,2001-04-01T00:00:00,-,-,-,-,-,Unknown Owners,-,-,-,A,07 Feb 2020 05:09:38 GMT,-,Unknown Owners,-,"10° 15' 23"" N","107° 0' 15"" E"
Khair II,reefer,Khabarovsk,Khabarovsk Shipbuilding Osipovskiy Kirov,115754,Live,Honduras,231,-2'dwt,510,Single,-,399,822,55.00,-,9.50,-,4.30,0.90,SKL Motoren-und Systemtechnik GmbH,San Lorenzo,-,Khaled Ali Fouda,Arab Republic of Egypt,Khaled Ali Fouda,Arab Republic of Egypt,Egyptian Shipping Transport S.A.,Panama,-,-,-,-,7733400,-,5.20,1978,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,597,800,6NVD48A-2U,-,-,-,-,-,-,-,-,-,-,-,-,Khaled Ali Fouda,Arab Republic of Egypt,-,-,-,-,-,Khaled Ali Fouda,Arab Republic of Egypt,-,-
Plutonas,reefer,Busum,Buesumer Werft GmbH,116257,Live,Russia,1322,2'-6'dwt,3097,Double Bottom,UERU,2212,274,95.50,88.20,12.52,12.52,5.75,1.75,Mak Motoren GmbH & Company KG,Nakhodka,-,Vskhody Kommunizma Fishing Collective,Russian Federation,Vskhody Kommunizma Fishing Collective,Russian Federation,Vskhody Kommunizma Fishing Collective,Russian Federation,-,-,-,-,7808322,273449760,7.50,1979,-,-,-,-,Mak Motoren GmbH & Company KG,1644,2250,6MU453AK,-,Russian Register of Ships,-,-,-,-,2017-07-17T00:00:00,-,-,-,Vladkristall Company Limited,Russian Federation,Vskhody Kommunizma Fishing Collective,Russian Federation,-,Okhotsk,A,25 May 2026 05:01:21 GMT,-,Vskhody Kommunizma Fishing Collective,Russian Federation,"59° 18' 54"" N","143° 7' 42"" E"
Haijili,reefer,Ningbo,Dajiang Shipbuilding Company Limited,11651339,Live,Panama,1035,2'-6'dwt,2700,Single,3EXM2,1995,-,73.12,-,-,13.20,-,-,-,Panama,-,Fortunate Ocean International Shipping Limited,"Hong Kong, S.A.R., China",Fortunate Ocean International Shipping Limited,"Hong Kong, S.A.R., China",Zhou Shan Xinhai Fishery Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9677595,352182000,7.20,2012,-,-,-,-,-,2125,2849,6L35MC,MS Amlin,-,-,-,-,-,-,-,-,-,Heng Yuan Marine Company Limited,People's Republic of China,Fortunate Ocean International Shipping Limited,"Hong Kong, S.A.R., China",ZHOUSHAN,-,A,25 May 2026 05:47:39 GMT,18 May 2026 20:30:00 GMT,Fortunate Ocean International Shipping Limited,"Hong Kong, S.A.R., China","29° 54' 28"" N","122° 15' 48"" E"
Kimberley,reefer,Groningen,Nieuwe Noord Nederlandse Scheeps. B.V.,117271,Live,Mongolia,1438,2'-6'dwt,3550,Single,JVFA7,2989,395,101.94,92.98,14.00,14.00,5.32,2.68,Deutz AG,Ulan Bator,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7637565,457071000,8.00,1979,-,-,-,-,Deutz AG,2237,3000,SBV6M540,MS Amlin,-,-,-,-,-,2008-08-01T00:00:00,-,-,-,-,-,Unknown Owners,-,-,-,A,09 Mar 2022 00:46:07 GMT,-,Unknown Owners,-,"22° 57' 53"" N","120° 10' 16"" E"
Union One,reefer,Capelle aan den Yssel,YVC Ysselwerf B.V.,117323,Live,Sierra Leone,1433,2'-6'dwt,3443,Double Bottom,9LA2114,2768,186,96.96,90.18,13.95,13.76,5.11,2.62,Deutz AG,-,-,Hong Ying Shipping Management,People's Republic of China,Hong Ying Shipping Management,People's Republic of China,Hong Ying Shipping Management,People's Republic of China,-,-,-,-,7809390,-,7.73,1979,-,-,-,-,Deutz AG,2088,2800,RSBV6M540,MS Amlin,-,-,-,-,-,2008-02-09T00:00:00,-,-,-,-,-,Hong Ying Shipping Management,People's Republic of China,-,-,B,11 Sep 2024 23:20:16 GMT,-,Hong Ying Shipping Management,People's Republic of China,"38° 42' 24"" N","124° 58' 22"" E"
K.Goldensea,reefer,Hendrik Ido Ambacht,Scheepswerf Jonker & Stans B.V.,117540,Live,Thailand,984,2'-6'dwt,2769,Double Bottom,HSB4828,2243,345,91.12,84.92,13.01,13.01,4.87,2.70,Mak Motoren GmbH & Company KG,-,18,K.S. Marine Company Limited,Thailand,K.S. Marine Company Limited,Thailand,K. Goldensea Marine S.A.,Panama,-,-,-,-,7811501,567486000,7.57,1979,-,-,-,-,Mak Motoren GmbH & Company KG,1342,1800,6M452,MS Amlin,-,-,-,-,-,1994-06-01T00:00:00,-,-,-,-,-,K.S. Marine Company Limited,Thailand,-,-,-,26 Aug 2018 07:02:47 GMT,-,K.S. Marine Company Limited,Thailand,"6° 3' 46"" S","134° 16' 46"" E"
Asian Marine Reefer 2,reefer,Waterhuizen,Shipyard Van Diepen (Waterhuizen Shipyard B.V.),117550,Live,Thailand,1437,2'-6'dwt,3550,Single,HSBX,2966,1015,101.26,92.40,13.50,13.50,5.26,2.85,Deutz AG,Bangkok,-,Thai Asian Trade Company Limited,Thailand,Thai Asian Trade Company Limited,Thailand,Thai Asian Trade Company Limited,Thailand,-,-,-,-,7804900,567046600,8.10,1979,-,-,-,-,Deutz AG,2461,3300,SBV6M540,MS Amlin,-,-,-,-,-,2014-08-01T00:00:00,-,-,-,NCA Marine Consultants Company Limited,Thailand,NCA Marine Consultants Company Limited,Thailand,-,-,A,25 May 2026 03:39:38 GMT,-,Thai Asian Trade Company Limited,Thailand,"13° 31' 51"" N","100° 15' 25"" E"
Silver Ice,reefer,Frederikshavn,Danyard A/S,117646,Live,Gambia,851,2'-6'dwt,2225,Single,C5J612,1753,383,75.21,67.82,13.29,13.21,5.00,2.27,Alpha Diesels A/S,-,12,Sea Group S.L.,Spain,Sea Group S.L.,Spain,Fishing and Cargo Services S.A.,Panama,-,-,-,-,7819759,629009510,7.27,1979,-,-,-,-,Alpha Diesels A/S,1387,1860,12V23L-VO,MS Amlin,International Naval Surveys Bureau,-,-,-,-,2013-12-29T00:00:00,-,-,-,West Coast Frozen Fish SA,Spain,West Coast Frozen Fish SA,Spain,-,-,A,25 May 2026 05:49:51 GMT,-,Sea Group S.L.,Spain,"13° 25' 37"" N","16° 33' 26"" W"
Shun Fa 8,reefer,China,Dalian Fishing Vessel Company Shipbuilding,11776408,Live,Unknown,84,-2'dwt,189,Single,-,280,-,47.90,41.40,-,7.60,2.80,1.00,China Engine Builder,-,-,Peng Weimin,People's Republic of China,Peng Weimin,People's Republic of China,Peng Weimin,People's Republic of China,-,-,-,-,8975964,-,3.80,1990,-,-,-,-,Dalian Fishing Vessel Company Shipbuilding,164,220,DY8300ZC,-,-,-,-,-,-,2013-06-29T00:00:00,-,-,-,-,-,Peng Weimin,People's Republic of China,-,-,-,31 Jul 2018 08:29:43 GMT,-,Peng Weimin,People's Republic of China,"39° 4' 10"" N","123° 9' 29"" E"
Maygoo 2,reefer,La Rochelle,-,11791972,Live,Iran,34,Unknown size,-,Single,-,115,-,23.30,-,-,6.70,-,-,Unknown Engine Designer,Bandar Imam Khomeini,-,A Mosaddegh,Iran,A Mosaddegh,Iran,A Mosaddegh,Iran,-,-,-,-,6930582,-,5.00,1969,-,-,-,-,Caterpillar Incorporated,169,226,AH27,-,ASIA Classification Society,-,-,-,-,-,-,-,-,-,-,A Mosaddegh,Iran,-,-,-,-,-,A Mosaddegh,Iran,-,-
Seibu,reefer,Zhoushan,Zhejiang Zengzhou Shipbuilding Company Limited,11821807,Live,South Korea,1425,2'-6'dwt,3355,Single,D7HD,3132,29,96.94,89.80,-,15.50,5.76,3.25,MAN Energy Solutions SE,Jeju,-,Green World Company Limited,Republic of Korea,Green World Company Limited,Republic of Korea,Green World Company Limited,Republic of Korea,-,-,-,-,9684067,441418000,9.01,2014,-,-,-,-,MAN B&W Diesel Limited,2700,4252,6L32/40,Korea Shipowners Mutual Protection & Indemnity Association,Korean Register,-,-,-,-,2019-01-22T00:00:00,-,2029-03-04T00:00:00,2029-03-04T00:00:00,Green World Company Limited,Republic of Korea,Green World Company Limited,Republic of Korea,KR PUS,Busan,A,25 May 2026 05:02:50 GMT,05 Jun 2026 15:00:00 GMT,Green World Company Limited,Republic of Korea,"6° 29' 52"" N","169° 50' 34"" E"
No.2 Jochoh,reefer,Shimonoseki,Kyokuyo Shipyard Corporation (KSC),11969353,Live,South Korea,2662,2'-6'dwt,5960,Single,D7JO,4546,512,120.75,112.90,-,16.60,7.52,2.48,Unknown Engine Designer,Jeju,-,Boyang Limited,Republic of Korea,Boyang Limited,Republic of Korea,Boyang Limited,Republic of Korea,-,-,-,-,9698343,441904000,10.00,2014,-,-,-,-,Imex Company Limited,3900,5919,6L35MC,Korea Shipowners Mutual Protection & Indemnity Association,Korean Register,-,-,-,-,2018-10-24T00:00:00,-,2029-01-23T00:00:00,2029-01-23T00:00:00,Khana Marine Limited,Republic of Korea,Khana Marine Limited,Republic of Korea,DUTCH HARBOR,Togiak,A,25 May 2026 05:48:52 GMT,19 May 2026 07:24:00 GMT,Boyang Limited,Republic of Korea,"53° 51' 24"" N","166° 35' 3"" W"
Sunny Tina,reefer,Savonlinna,Rauma-Repola Oy,120055,Live,Unknown,532,-2'dwt,1630,Single,-,1328,295,74.60,67.34,11.00,11.00,4.47,2.08,Nohab Polar,-,-,Primayland Company Limited,Russian Federation,Primayland Company Limited,Russian Federation,Wingo Navigation Corporation,Panama,-,-,-,-,7809247,-,6.55,1979,-,-,-,-,Nohab Diesel AB,1641,2200,F212V-B,-,-,-,-,-,-,2006-11-06T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Primayland Company Limited,Russian Federation,-,-
Belomorye,reefer,Busum,Buesumer Werft GmbH,120057,Live,Russia,1322,2'-6'dwt,3098,Double Bottom,UIVG,2206,275,95.60,88.20,12.50,12.50,5.75,1.75,Mak Motoren GmbH & Company KG,Murmansk,-,Karelian Shipping Company Limited,Russian Federation,Karelian Shipping Company Limited,Russian Federation,Karelian Shipping Company Limited,Russian Federation,-,-,-,-,7808334,273148810,7.50,1979,-,-,-,-,Mak Motoren GmbH & Company KG,1678,2250,6MU453AK,-,Russian Register of Ships,-,-,-,-,2020-03-20T00:00:00,-,-,-,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,-,-,A,25 May 2026 05:45:46 GMT,-,Karelian Shipping Company Limited,Russian Federation,"75° 20' 46"" N","53° 58' 40"" E"
Tuwiq 1,reefer,Frederikshavn,Orskov Yard A/S,120072,Live,Tanzania,714,-2'dwt,1627,Double Bottom,5IM386,2380,95,80.20,72.35,13.27,13.27,4.73,2.97,Mak Motoren GmbH & Company KG,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7823982,677028600,7.70,1979,-,-,-,-,Mak Motoren GmbH & Company KG,2241,3005,8M453,-,-,-,-,-,-,1997-03-01T00:00:00,-,-,-,-,-,Unknown Owners,-,SA.JED,Jeddah,Both,25 May 2026 05:50:14 GMT,25 May 2026 07:00:00 GMT,Unknown Owners,-,"21° 28' 17"" N","39° 1' 46"" E"
Pribilof,reefer,New Orleans,Higgins Industries Incorporated,120614,Live,U.S.A.,1035,-2'dwt,1666,Single,WRQF,1254,11659,62.00,-,11.90,-,4.80,1.00,Unknown Engine Designer,-,-,Pribilof Limited Partnership,United States of America,Pribilof Limited Partnership,United States of America,Pribilof Limited Partnership,United States of America,-,-,-,-,7742023,366619000,5.80,1954,-,-,-,-,-,522,700,RBV8M545,Steamship Mutual Underwriting Association (London),-,-,-,-,-,-,-,-,-,-,-,Pribilof Limited Partnership,United States of America,-,-,-,-,-,Pribilof Limited Partnership,United States of America,-,-
Sam Poong No.7,reefer,Nagasaki,Evergreen Heavy Industry Company,12120,Live,South Korea,880,2'-6'dwt,2516,Single,6LZU,1652,755,88.00,82.00,12.60,12.60,5.46,0.84,Akasaka Diesels Limited,-,-,Sam Poong Shipping Company Limited,Republic of Korea,Sam Poong Shipping Company Limited,Republic of Korea,Sam Poong Shipping Company Limited,Republic of Korea,-,-,-,-,7103411,-,6.30,1970,-,-,-,-,Akasaka Diesels Limited,1939,2600,6DH46SS,-,-,-,-,-,-,-,-,-,-,-,-,Sam Poong Shipping Company Limited,Republic of Korea,-,-,-,09 Apr 2018 05:22:04 GMT,-,Sam Poong Shipping Company Limited,Republic of Korea,"21° 53' 42"" N","113° 4' 21"" E"
Pacific 8,reefer,Busan,Dae Sun Shipbuilding & Engineering Company Limited,12121,Live,Unknown,904,2'-6'dwt,2561,Single,-,1696,128,88.40,82.00,12.60,12.60,5.48,0.91,Akasaka Diesels Limited,-,-,Ningbo (HK) Pacific Ocean Fishery Company Limited,"Hong Kong, S.A.R., China",Ningbo (HK) Pacific Ocean Fishery Company Limited,"Hong Kong, S.A.R., China",Ningbo (HK) Pacific Ocean Fishery Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,7104831,-,6.30,1971,-,-,-,-,Akasaka Diesels Limited,1939,2600,6DH46SS,-,-,-,-,-,-,1999-10-01T00:00:00,-,-,-,-,-,Ningbo (HK) Pacific Ocean Fishery Company Limited,"Hong Kong, S.A.R., China",-,-,-,19 Sep 2018 22:36:23 GMT,-,Ningbo (HK) Pacific Ocean Fishery Company Limited,"Hong Kong, S.A.R., China","26° 33' 44"" N","122° 55' 42"" E"
Blue Sky,reefer,Tacoma,J.M. Martinac Shipbuilding Corporation.,121627,Live,Cayman Islands,650,Unknown size,-,Single,VPRG,1270,202,68.00,-,12.80,-,-,-,Unknown Engine Designer,George Town,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7514854,-,5.60,1975,-,-,-,-,-,2685,3600,RBV8M545,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Vasiliy Zavoyko,reefer,Russia,Sretenskiy Sudostroitelnyy Zavod,12192877,Live,Russia,162,-2'dwt,252,Single,UBMK3,650,801,46.30,40.00,9.00,9.00,2.30,1.00,China Engine Builder,Vladivostok,-,Apukinskoe Company,Russian Federation,Apukinskoe Company,Russian Federation,Apukinskoe Company,Russian Federation,-,-,-,-,9703801,273339280,3.30,2014,-,-,-,-,-,382,1053,X6170ZC520-2,-,Russian Register of Ships,-,-,-,-,-,-,-,-,-,-,Apukinskoe Company,Russian Federation,PTR,-,A,24 May 2026 23:12:00 GMT,23 May 2026 17:00:00 GMT,Apukinskoe Company,Russian Federation,"49° 55' 26"" N","158° 12' 60"" E"
King Lung,reefer,Kure,Geibi Shipbuilding Industries Company Limited,122063,Live,Panama,1112,2'-6'dwt,2500,Single,3FVA9,1906,246,89.16,83.01,12.81,12.81,5.67,0.84,Mitsubishi Heavy Industries Limited,Panama,-,King Long Company Limited,United States of America,King Long Company Limited,United States of America,King Long Company Limited,United States of America,-,-,-,-,7302005,357863000,6.51,1972,-,-,-,-,Mitsubishi Heavy Industries Limited,2834,3800,6UET45/75,-,-,-,-,-,-,-,-,-,-,-,-,King Long Company Limited,United States of America,-,-,-,-,-,King Long Company Limited,United States of America,-,-
Huge Luck 9,reefer,Capelle aan den Yssel,YVC Ysselwerf B.V.,122153,Live,Mongolia,1599,2'-6'dwt,3903,Single,JVCK7,3083,192,96.00,88.91,15.02,15.02,5.35,2.66,Mak Motoren GmbH & Company KG,Ulan Bator,-,Square Center Group Company Limited,"Hong Kong, S.A.R., China",Square Center Group Company Limited,"Hong Kong, S.A.R., China",Square Center Group Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,7819034,457013000,8.01,1979,-,-,-,-,Fried. Krupp AG Hoesch-Krupp,2088,2800,8M453,MS Amlin,-,-,-,-,-,2003-06-01T00:00:00,-,-,-,Apirachai Sea Transportation Company Limited,Thailand,Apirachai Sea Transportation Company Limited,Thailand,-,-,Both,24 May 2026 15:00:01 GMT,-,Square Center Group Company Limited,"Hong Kong, S.A.R., China","34° 9' 13"" N","128° 12' 39"" E"
Camila,reefer,Vigo,-,12255075,Live,Mexico,-,2'-6'dwt,3426,Single,XCAK8,2042,-,79.00,-,15.00,-,4.50,-,Unknown Engine Designer,-,-,Grupo Pinsa,Mexico,Pesca Azteca S.A. de C.V.,Mexico,Pesca Azteca S.A. de C.V.,Mexico,-,-,-,-,9685580,345050700,-,2014,-,-,-,-,-,2169,2909,6L35MC,-,-,-,-,-,-,-,-,-,-,-,-,Pesca Azteca S.A. de C.V.,Mexico,-,-,A,25 May 2026 05:51:07 GMT,-,Pesca Azteca S.A. de C.V.,Mexico,"23° 12' 48"" N","106° 23' 24"" W"
Gouta Maru,reefer,Japan,Kurinoura Dockyard K.K.,12257704,Live,Japan,1785,2'-6'dwt,4989,Single,7JUZ,4865,437,104.20,95.00,-,17.30,6.81,3.59,B&W Diesel A/S,Tokyo,-,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,-,-,-,-,9746827,431263000,10.40,2015,-,-,-,-,Makita Corporation,2998,6286,6L35MC,Assuranceforeningen Gard,Nippon Kaiji Kyokai,-,-,2020-07-21T00:00:00,-,2020-07-21T00:00:00,-,2030-07-20T00:00:00,2030-07-20T00:00:00,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,AU PLO,Port Lincoln,A,25 May 2026 05:02:45 GMT,26 May 2026 11:30:00 GMT,Toei Reefer Line Limited,Japan,"35° 13' 31"" S","132° 10' 20"" E"
Turgoyak,reefer,Astrakhan,OAO Astrakhanskaya Sudoverf,12266465,Live,Russia,-,-2'dwt,70,Single,UAGE,190,-,-,-,-,-,2.40,-,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8933837,273459100,-,1994,-,-,-,-,-,263,353,6CHSPN2A18-315,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,A,17 Oct 2021 08:29:25 GMT,-,Unknown Owners,-,"55° 45' 58"" N","92° 20' 43"" E"
Lian Tong,reefer,Nagasaki,Evergreen Heavy Industry Company,123475,Live,Unknown,924,2'-6'dwt,2569,Single,-,1594,1026,88.00,82.00,12.60,12.60,5.46,0.92,Sulzer Turbomachinery Services,-,-,Yantai Shun Tong Shipping Company Limited,People's Republic of China,Yantai Shun Tong Shipping Company Limited,People's Republic of China,Yantai Yuantong Shipping S. de r.l.,Honduras,-,-,-,-,6418895,-,6.38,1964,-,-,-,-,Mitsubishi Heavy Industries Limited,2013,2700,6RD44,-,-,-,-,-,-,-,-,-,-,-,-,Yantai Shun Tong Shipping Company Limited,People's Republic of China,-,-,-,-,-,Yantai Shun Tong Shipping Company Limited,People's Republic of China,-,-
Dragon Rise No.303,reefer,Shimizu,NKK Shipbuilding (Nippon Kokan K.K),123513,Live,Belize,738,-2'dwt,1971,Single,V3OF,1588,193,78.00,72.80,12.81,12.81,4.89,0.80,Akasaka Diesels Limited,Belize City,-,P.T. Mulia Utama Bahari,Indonesia,P.T. Mulia Utama Bahari,Indonesia,P.T. Mulia Utama Bahari,Indonesia,Luck Shipping,Republic of Korea,-,-,5098569,-,5.69,1962,-,-,-,-,Akasaka Diesels Limited,1566,2100,KD7SS,-,-,-,-,-,-,-,-,-,-,-,-,P.T. Mulia Utama Bahari,Indonesia,-,-,-,10 Sep 2018 15:04:56 GMT,-,P.T. Mulia Utama Bahari,Indonesia,"31° 57' 38"" N","120° 2' 18"" E"
Lois III,reefer,Takamatsu,Shikoku Dockyard Company Limited,124101,Live,Ghana,515,-2'dwt,1440,Single,9GUW,1077,687,65.00,-,11.00,11.00,4.50,0.80,B&W Diesel A/S,-,-,Mankoadze Fisheries Limited,Ghana,Mankoadze Fisheries Limited,Ghana,Mankoadze Fisheries Limited,Ghana,-,-,-,-,6612283,-,5.30,1966,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,1148,1540,5-35VBF-62,-,-,-,-,-,-,-,-,-,-,-,-,Mankoadze Fisheries Limited,Ghana,-,-,-,-,-,Mankoadze Fisheries Limited,Ghana,-,-
Baltic Spirit,reefer,Shikoku,Shikoku Dockyard Company Limited,12419584,Live,Bahamas,8092,10'+ dwt,16580,Single,C6EB8,17421,S1111,188.60,175.20,-,26.00,9.05,5.05,B&W Diesel A/S,Nassau,598,Unknown Owners,-,Unknown Owners,-,Coolwind Navigation Corporation,Panama,Cool Carriers AB,Sweden,-,-,9765873,311000851,14.10,2018,-,-,-,-,-,15300,19507,7S60ME-C8.2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Nippon Kaiji Kyokai,RINA Services S.p.A.,-,2020-01-21T00:00:00,-,2018-03-30T00:00:00,-,-,-,OWH Shipmanagement GmbH,Germany,OWH Shipmanagement GmbH,Germany,RU LED,-,A,25 May 2026 04:36:50 GMT,20 May 2026 17:00:00 GMT,Unknown Owners,-,"59° 54' 48"" N","30° 13' 42"" E"
Cool Spirit,reefer,Shikoku,Shikoku Dockyard Company Limited,12419639,Live,Bahamas,8092,10'+ dwt,16580,Single,C6EC2,17421,1110,188.60,175.20,-,26.00,9.72,4.38,B&W Diesel A/S,Nassau,598,Unknown Owners,-,Unknown Owners,-,Coolwind Navigation Corporation,Panama,Cool Carriers AB,Sweden,-,-,9765861,311000853,14.10,2018,-,-,-,-,-,15300,19507,7S60ME-C8.2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),NK (provisional), (provisional), (provisional),2020-01-07T00:00:00,-,2018-01-03T00:00:00,-,2028-01-02T00:00:00,2028-01-02T00:00:00,SIA 'Windrose Shipmanagement Limited',Republic of Latvia,SIA 'Windrose Shipmanagement Limited',Republic of Latvia,RULED,Saint Petersburg (Leningrad),A,25 May 2026 05:51:41 GMT,07 Jun 2026 15:00:00 GMT,Unknown Owners,-,"20° 55' 22"" N","66° 35' 52"" W"
Star Courage,reefer,Shikoku,Shikoku Dockyard Company Limited,12419787,Live,Panama,8092,10'+ dwt,16543,Single,HPXM,17411,1103,188.60,175.20,-,26.00,9.05,5.05,B&W Diesel A/S,Panama,598,Unknown Owners,-,Unknown Owners,-,Mayfield Shipping Corporation,Panama,Cool Carriers AB,Sweden,-,-,9765859,351689000,14.10,2017,-,-,-,-,-,15300,19497,7S60ME-C8.2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),NK (provisional), (provisional), (provisional),2020-08-22T00:00:00,-,2017-05-01T00:00:00,-,2027-04-30T00:00:00,2027-04-30T00:00:00,SIA 'Windrose Shipmanagement Limited',Republic of Latvia,SIA 'Windrose Shipmanagement Limited',Republic of Latvia,CO TRB,Turbo,A,25 May 2026 05:52:15 GMT,04 Jun 2026 14:00:00 GMT,Unknown Owners,-,"38° 29' 11"" N","0° 10' 7"" E"
Star Spirit,reefer,Shikoku,Shikoku Dockyard Company Limited,12419794,Live,Bahamas,8092,10'+ dwt,16727,Single,C6JL7,17411,1101,188.60,175.20,-,26.00,9.70,4.40,B&W Diesel A/S,Nassau,300,Unknown Owners,-,Unknown Owners,-,Coolwind Navigation Corporation,Panama,Cool Carriers AB,Sweden,-,-,9765847,311001906,14.10,2017,-,-,-,-,-,15300,19497,7S60ME-C8.2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),NK (provisional),RI (provisional), (provisional),2019-02-25T00:00:00,-,2017-01-03T00:00:00,-,2027-01-02T00:00:00,2027-01-02T00:00:00,OWH Shipmanagement GmbH,Germany,OWH Shipmanagement GmbH,Germany,RU LED,Saint Petersburg (Leningrad),A,25 May 2026 05:48:07 GMT,10 Jun 2026 07:00:00 GMT,Unknown Owners,-,"22° 28' 4"" S","41° 2' 39"" W"
Refrizherator-504,reefer,-,-,12511965,Live,Russia,-,-2'dwt,916,Single,-,1350,-,-,-,-,-,-,-,-,Krasnoyarsk,-,SV Transit SV,Russian Federation,SV Transit SV,Russian Federation,SV Transit SV,Russian Federation,-,-,-,-,-,-,-,-,-,-,-,-,-,3353,4496,6L35MC,-,-,-,-,-,-,-,-,-,-,-,-,SV Transit SV,Russian Federation,-,-,-,-,-,SV Transit SV,Russian Federation,-,-
